Rk,Player,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
150,Derek Cornelius,"DF,FW",ca Canada,24,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
151,Ángel Correa,MF,ar Argentina,27,1995,1,5,5,0.7,0.1,0,,0,1,5,6,3.00,0,0,0,0.00,-0.92,0.0,0.1,-0.1,-1.78,-3.16,Matches
152,Diogo Costa,GK,pt Portugal,22,1999,5,450,90,100.0,5.0,5,90,5,0,,0,1.80,12,6,+6,+1.20,,7.8,6.5,+1.3,+0.25,,Matches
153,Rodolfo Cota,GK,mx Mexico,34,1987,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
154,Thibaut Courtois,GK,be Belgium,30,1992,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,1,2,-1,-0.33,,4.7,4.6,+0.2,+0.05,,Matches
155,Jason Cummings,FW,au Australia,26,1995,1,35,35,9.7,0.4,0,,0,1,35,3,0.00,0,2,-2,-5.14,-5.14,0.0,1.6,-1.6,-4.22,-3.31,Matches
156,Aimen Dahmen,GK,tn Tunisia,25,1997,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,1,1,0,0.00,,2.3,2.8,-0.5,-0.17,,Matches
157,Diogo Dalot,DF,pt Portugal,23,1999,3,258,86,57.3,2.9,3,86,2,0,,2,1.00,7,4,+3,+1.05,-0.36,4.2,3.8,+0.5,+0.16,-0.21,Matches
158,Mikkel Damsgaard,"MF,FW",dk Denmark,21,2000,3,150,50,55.6,1.7,1,72,0,2,39,0,0.33,1,2,-1,-0.60,+0.15,2.0,1.7,+0.3,+0.16,+1.25,Matches
159,Danilo,DF,br Brazil,30,1991,3,281,94,58.5,3.1,3,94,2,0,,0,2.33,7,1,+6,+1.92,+2.37,8.2,1.2,+7.0,+2.52,+1.39,Matches
160,Achraf Dari,DF,ma Morocco,23,1999,3,187,62,28.3,2.1,2,77,1,1,34,4,1.00,1,4,-3,-1.44,-2.20,2.3,3.1,-0.8,-0.37,-0.37,Matches
161,Jonathan David,"FW,MF",ca Canada,22,2000,3,192,64,71.1,2.1,2,81,1,1,31,0,0.00,1,4,-3,-1.41,+0.90,3.6,2.4,+1.2,+0.56,+1.54,Matches
162,Adam Davies,GK,wls Wales,29,1992,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
163,Alphonso Davies,"MF,DF",ca Canada,21,2000,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,2,7,-5,-1.67,,4.2,3.9,+0.3,+0.11,,Matches
164,Ben Davies,DF,wls Wales,29,1993,3,238,79,88.1,2.6,3,79,2,0,,0,0.33,1,5,-4,-1.51,+1.30,2.5,3.4,-0.9,-0.34,+2.41,Matches
165,Nasser Al-Dawsari,FW,sa Saudi Arabia,23,1998,1,5,5,1.9,0.1,0,,0,1,5,2,0.00,0,0,0,0.00,+0.68,0.1,0.2,-0.1,-2.08,-1.09,Matches
166,Salem Al-Dawsari,MF,sa Saudi Arabia,30,1991,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,3,5,-2,-0.67,,3.0,6.0,-3.0,-1.01,,Matches
167,Giorgian De Arrascaeta,MF,uy Uruguay,28,1994,2,108,54,40.0,1.2,1,79,0,1,29,1,1.50,2,1,+1,+0.83,+1.39,2.2,2.0,+0.2,+0.13,+0.13,Matches
168,Kevin De Bruyne,"FW,MF",be Belgium,30,1991,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,1,2,-1,-0.33,,4.7,4.6,+0.2,+0.05,,Matches
169,Charles De Ketelaere,FW,be Belgium,21,2001,1,16,16,5.9,0.2,0,,0,1,16,2,0.00,0,1,-1,-5.63,-5.63,0.0,0.4,-0.4,-2.40,-2.60,Matches
170,Nicolás De La Cruz,MF,uy Uruguay,25,1997,2,38,19,14.1,0.4,0,,0,2,19,1,2.00,0,0,0,0.00,0.00,0.4,0.7,-0.3,-0.74,-0.91,Matches
171,Rodrigo De Paul,MF,ar Argentina,28,1994,7,599,86,86.8,6.7,7,86,4,0,,0,2.00,13,5,+8,+1.20,+2.19,12.2,3.0,+9.3,+1.40,+0.28,Matches
172,Zeno Debast,DF,be Belgium,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
173,Miloš Degenek,DF,au Australia,28,1994,4,183,46,50.8,2.0,2,81,1,2,11,0,1.50,1,2,-1,-0.49,+0.02,0.7,2.0,-1.3,-0.65,+1.18,Matches
174,Thomas Delaney,MF,dk Denmark,30,1991,1,44,44,16.3,0.5,1,44,0,0,,0,1.00,0,0,0,0.00,+0.80,0.2,0.7,-0.5,-1.10,-0.85,Matches
175,Ousmane Dembélé,FW,fr France,25,1997,7,433,62,65.6,4.8,6,70,0,1,12,0,2.29,10,5,+5,+1.04,-0.15,9.2,5.0,+4.1,+0.86,+0.96,Matches
176,Leander Dendoncker,"DF,MF",be Belgium,27,1995,2,161,81,59.6,1.8,2,81,1,0,,1,2.00,1,0,+1,+0.56,+2.21,2.7,3.1,-0.3,-0.19,-0.61,Matches
177,Thomas Deng,DF,au Australia,25,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
178,Sergiño Dest,DF,us United States,21,2000,4,305,76,84.7,3.4,4,76,0,0,,0,1.25,2,2,0,0.00,+1.64,3.4,2.2,+1.2,+0.34,+2.71,Matches
179,Cameron Devlin,MF,au Australia,24,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
180,Ángel Di María,"MF,FW",ar Argentina,34,1988,5,288,58,41.7,3.2,4,70,1,1,9,2,1.60,5,2,+3,+0.94,+0.04,6.6,0.8,+5.8,+1.88,+0.87,Matches
181,Boulaye Dia,FW,sn Senegal,25,1996,4,318,80,88.3,3.5,4,80,1,0,,0,1.50,5,5,0,0.00,+4.29,3.8,3.0,+0.8,+0.22,-0.30,Matches
182,Abdou Diallo,DF,sn Senegal,26,1996,4,331,83,91.9,3.7,4,83,3,0,,0,1.50,5,5,0,0.00,+6.21,4.0,3.2,+0.8,+0.21,-0.59,Matches
183,Rúben Dias,DF,pt Portugal,25,1997,4,360,90,80.0,4.0,4,90,4,0,,1,2.25,11,4,+7,+1.75,+2.75,6.5,4.8,+1.7,+0.42,+0.84,Matches
184,Krépin Diatta,"FW,MF",sn Senegal,23,1999,3,181,60,50.3,2.0,3,60,0,0,,1,1.00,2,2,0,0.00,+1.01,1.4,1.3,+0.1,+0.05,-0.41,Matches
185,Famara Diedhiou,FW,sn Senegal,29,1992,2,92,46,25.6,1.0,1,73,0,1,19,2,1.50,2,0,+2,+1.96,+3.30,0.8,0.9,-0.1,-0.13,-0.52,Matches
186,Bamba Dieng,FW,sn Senegal,22,2000,4,100,25,27.8,1.1,0,,0,4,25,0,1.50,1,4,-3,-2.70,-3.05,1.2,1.1,0.0,+0.04,-0.30,Matches
187,Seny Dieng,GK,sn Senegal,27,1994,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
188,Eric Dier,DF,eng England,28,1994,2,36,18,8.0,0.4,0,,0,2,18,3,3.00,2,1,+1,+2.50,+0.76,1.3,1.2,0.0,+0.09,-0.91,Matches
189,Axel Disasi,DF,fr France,24,1998,3,92,31,13.9,1.0,1,90,1,2,1,4,1.33,0,2,-2,-1.96,-3.54,1.1,1.7,-0.6,-0.60,-1.31,Matches
190,Alexander Djiku,"DF,FW",gh Ghana,27,1994,2,97,49,35.9,1.1,1,89,0,1,8,1,1.50,2,3,-1,-0.93,-0.41,0.9,2.4,-1.4,-1.33,-1.33,Matches
191,Marko Dmitrović,GK,rs Serbia,30,1992,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
192,Ritsu Doan,FW,jp Japan,23,1998,4,217,54,55.6,2.4,2,76,0,2,33,0,1.75,5,1,+4,+1.66,+3.22,3.9,2.0,+1.9,+0.78,+2.11,Matches
193,Jeremy Doku,"MF,FW",be Belgium,20,2002,1,19,19,7.0,0.2,0,,0,1,19,2,1.00,0,0,0,0.00,+0.36,1.0,0.0,+1.0,+4.88,+5.19,Matches
194,Kasper Dolberg,FW,dk Denmark,24,1997,3,114,38,42.2,1.3,1,64,0,2,25,0,0.33,0,2,-2,-1.58,-1.58,0.8,2.1,-1.3,-1.04,-1.11,Matches
195,Alexander Domínguez,GK,ec Ecuador,35,1987,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
196,Mohamed Dräger,DF,tn Tunisia,25,1996,2,132,66,48.9,1.5,2,66,0,0,,1,0.50,0,1,-1,-0.68,-1.33,1.2,1.7,-0.5,-0.32,-0.30,Matches
197,Óscar Duarte,DF,cr Costa Rica,33,1989,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,3,11,-8,-2.67,,1.4,10.1,-8.7,-2.90,,Matches
198,Mitchell Duke,FW,au Australia,31,1991,4,270,68,75.0,3.0,4,68,0,0,,0,1.50,3,4,-1,-0.33,+0.67,1.7,4.0,-2.3,-0.77,+1.82,Matches
199,Denzel Dumfries,DF,nl Netherlands,26,1996,5,479,96,99.8,5.3,5,96,4,0,,0,2.20,10,4,+6,+1.13,+1.13,4.6,6.1,-1.5,-0.29,-0.29,Matches
200,Paulo Dybala,FW,ar Argentina,28,1993,2,18,9,2.6,0.2,0,,0,2,9,5,2.00,0,0,0,0.00,-0.94,0.4,0.4,0.0,+0.01,-1.39,Matches
201,Enzo Ebosse,DF,cm Cameroon,23,1999,1,90,90,33.3,1.0,1,90,1,0,,2,3.00,1,0,+1,+1.00,+1.50,0.5,2.5,-2.0,-1.99,-1.80,Matches
202,Ederson,GK,br Brazil,28,1993,1,90,90,18.8,1.0,1,90,1,0,,4,0.00,0,1,-1,-1.00,-2.38,2.5,0.5,+2.0,+1.99,+0.16,Matches
203,Jorge Eduardo Sánchez,DF,mx Mexico,24,1997,2,175,88,64.8,1.9,2,88,1,0,,1,2.00,2,0,+2,+1.03,+3.87,2.9,1.4,+1.4,+0.74,+1.25,Matches
204,Nico Elvedi,DF,ch Switzerland,25,1996,2,180,90,50.0,2.0,2,90,2,0,,1,1.50,1,1,0,0.00,+2.00,1.7,1.8,0.0,-0.01,-0.18,Matches
205,Breel Embolo,FW,ch Switzerland,25,1997,4,323,81,89.7,3.6,4,81,0,0,,0,1.50,5,7,-2,-0.56,+4.31,5.4,4.8,+0.6,+0.16,+0.79,Matches
206,Youssef En-Nesyri,FW,ma Morocco,25,1997,7,542,77,82.1,6.0,7,77,2,0,,0,1.57,4,4,0,0.00,-0.76,3.7,5.4,-1.7,-0.28,-0.94,Matches
207,Wataru Endo,MF,jp Japan,29,1993,4,304,76,77.9,3.4,3,100,3,1,4,0,1.75,3,3,0,0.00,-1.05,3.5,4.8,-1.3,-0.43,-0.92,Matches
208,Devis Epassy,GK,cm Cameroon,29,1993,2,180,90,66.7,2.0,2,90,2,0,,1,2.00,4,3,+1,+0.50,+1.50,2.7,4.3,-1.6,-0.82,-0.12,Matches
209,Strahinja Eraković,DF,rs Serbia,21,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
210,Christian Eriksen,MF,dk Denmark,30,1992,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,1,3,-2,-0.67,,2.7,3.9,-1.2,-0.39,,Matches
211,Martin Erlic,DF,hr Croatia,24,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
212,Michael Estrada,FW,ec Ecuador,26,1996,3,225,75,83.3,2.5,3,75,0,0,,0,1.33,3,2,+1,+0.40,+0.40,2.9,2.0,+0.9,+0.36,-0.19,Matches
213,Pervis Estupiñán,DF,ec Ecuador,24,1998,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,4,3,+1,+0.33,,3.7,2.6,+1.2,+0.39,,Matches
214,Stephen Eustáquio,MF,ca Canada,25,1996,2,125,63,46.3,1.4,2,63,0,0,,1,0.00,1,3,-2,-1.44,+0.42,2.4,1.4,+1.0,+0.71,+1.11,Matches
215,Saeid Ezatolahi,MF,ir IR Iran,25,1996,3,217,72,80.4,2.4,2,86,1,1,45,0,1.00,2,4,-2,-0.83,+0.87,2.6,3.1,-0.5,-0.22,+0.47,Matches
